california,43,0,3,1,1,22.45,-1,0,0,0,0,10,2,20,0
colorado,37,0,1,0,0,5.21,0,0,0,0,0,5,2,5,0
texas,31,0,2,0,1,9.69,0,0,0,1,1,5,4,10,0
california,52,0,3,1,1,2.7,0,1,5,0,0,5,2,15,0
california,57,0,1,1,1,2.56,0,1,0,1,0,10,0,30,0
colorado,50,0,2,0,1,7.47,0,0,0,0,1,5,4,15,1
california,50,1,2,1,1,11.28,0,0,0,1,0,10,2,20,0
california,46,0,0,0,0,7.51,0,0,0,1,0,15,4,30,1
california,51,0,2,0,0,4.13,-1,1,5,0,1,10,2,40,1
california,36,1,2,0,1,10.21,-1,1,0,0,0,5,4,5,0
california,44,1,2,1,1,11.83,-1,1,0,0,0,15,0,30,1
california,41,1,2,0,1,9.01,-1,0,0,0,0,5,0,10,0
texas,40,0,2,0,1,14.42,0,0,0,0,1,5,0,10,0
california,60,1,2,1,0,5.96,0,1,0,0,1,15,2,60,1
california,59,1,3,0,0,2.34,0,1,0,0,0,15,2,50,1
california,55,0,2,0,0,3.62,0,0,0,1,1,15,0,60,0
texas,38,0,2,1,1,11.22,0,0,0,0,1,5,0,10,0
california,34,0,2,1,1,13.69,0,0,0,1,0,5,0,5,0
california,44,0,3,1,1,14.7,-1,1,0,1,0,5,0,10,0
california,35,0,1,0,0,4.74,0,0,0,0,1,15,4,35,1
colorado,39,1,3,0,1,15.2,0,0,0,0,0,5,2,5,1
colorado,30,0,3,0,1,11.94,0,0,0,0,0,5,2,5,0
colorado,47,1,0,0,0,4.54,0,0,0,0,0,15,4,30,1
california,50,0,2,1,1,8.17,0,0,0,0,1,10,2,30,0
california,31,0,2,0,1,9.53,1,0,0,0,1,5,4,10,1
texas,34,1,2,0,1,12.12,0,0,0,0,0,10,4,8,0
california,51,0,0,1,1,1.81,-1,0,0,1,0,5,0,15,0
california,54,0,2,1,0,3.45,0,1,0,1,0,15,0,50,1
texas,45,0,1,1,1,7.09,0,0,0,0,0,10,2,20,0
california,40,1,2,1,1,8.64,0,0,0,1,0,5,2,5,0
colorado,56,0,2,0,0,5.46,0,0,0,0,0,15,2,50,1
california,35,0,2,0,1,13.78,0,0,0,0,0,5,0,5,0
texas,38,0,2,0,1,9.91,0,0,0,0,0,5,4,5,0
texas,35,0,2,1,0,10.19,0,1,0,0,0,15,2,10,0
california,47,1,3,0,1,21.53,0,1,5,0,0,5,4,10,0
california,50,0,2,1,0,10.18,-1,0,0,0,0,15,0,30,1
colorado,30,0,3,1,1,11.56,-1,0,0,0,0,5,2,5,1
california,55,1,3,1,0,4.86,1,0,5,0,1,15,4,60,1
colorado,47,1,2,1,1,11.68,-1,0,0,0,0,5,4,10,1
texas,41,1,3,0,1,12.33,-1,0,0,0,0,5,2,10,1
texas,59,0,2,0,0,5.06,-1,1,0,0,0,15,0,50,1
california,31,0,2,1,1,12.46,-1,1,0,0,1,5,2,10,0
california,48,0,2,1,1,12.32,0,0,5,0,1,5,0,15,1
texas,45,1,3,1,1,27.4,-1,0,0,0,1,5,0,15,0
colorado,54,0,2,1,0,5.49,0,0,0,0,1,15,4,60,1
colorado,37,0,2,1,1,14.17,-1,0,0,0,0,5,0,5,0
california,30,1,0,0,1,2.41,-1,0,0,0,0,5,2,5,0
california,48,0,2,1,1,8.32,-1,0,0,0,0,10,0,20,0
colorado,49,1,1,0,1,8.15,-1,0,0,0,0,5,4,10,0
colorado,51,1,2,1,1,5.43,0,0,0,0,0,10,0,30,1
california,34,0,2,0,1,10.91,1,0,0,0,0,15,2,10,0
california,35,1,2,1,1,14.55,0,0,0,0,0,5,2,5,0
texas,32,0,3,1,1,19.27,0,0,0,0,0,15,0,10,0
california,56,1,2,1,0,4.63,0,1,5,0,0,15,0,50,1
colorado,49,0,2,1,1,14.4,0,0,0,0,1,5,0,15,0
california,51,0,0,1,1,1.61,-1,0,5,0,0,15,2,50,1
california,39,0,3,1,1,10.59,1,0,0,0,0,5,0,5,0
colorado,31,0,0,1,1,3.79,0,0,0,0,0,5,0,5,0
texas,42,1,3,0,1,27.42,1,1,0,0,0,5,4,10,0
texas,44,0,2,1,1,11.58,0,1,0,0,0,5,0,10,0
texas,34,0,2,0,1,14.85,0,1,0,0,0,15,4,10,0
texas,30,1,2,0,1,9.19,-1,0,0,0,0,5,4,5,0
texas,50,1,2,1,1,12.77,-1,0,0,1,0,5,0,10,0
california,42,0,2,1,1,7.53,-1,0,0,0,0,5,2,10,1
california,47,0,1,1,0,7.56,0,1,5,0,1,15,0,50,1
texas,37,1,2,1,0,14.24,-1,0,0,0,0,10,4,8,0
california,57,1,0,1,0,1.52,0,0,0,0,1,15,0,60,1
california,38,0,2,1,1,11.0,-1,0,0,0,0,5,0,5,0
california,41,1,2,1,0,9.13,0,0,0,0,0,5,4,10,0
colorado,46,0,1,1,1,8.25,-1,1,0,0,0,5,2,10,0
california,34,1,3,1,1,10.95,0,0,0,1,0,15,0,10,0
california,37,0,3,0,1,16.44,1,0,0,0,0,5,4,5,0
california,53,0,3,1,1,5.78,0,1,5,0,1,5,2,20,0
california,54,1,2,0,1,3.44,-1,0,0,1,0,10,2,30,1
texas,42,0,3,1,1,25.64,-1,0,0,0,1,5,2,15,0
texas,60,0,3,1,0,6.67,-1,1,0,0,0,15,2,50,1
california,37,0,3,1,1,18.11,0,0,0,0,1,5,0,10,0
california,30,0,2,1,0,10.06,-1,0,0,0,0,15,0,10,0
colorado,38,0,2,0,1,8.83,1,1,5,0,1,15,2,35,1
colorado,42,0,3,0,1,19.69,-1,0,0,1,0,5,2,10,0
colorado,48,0,2,1,1,16.52,0,0,0,1,0,5,0,10,0
california,56,0,3,1,1,5.55,0,0,0,0,0,5,2,15,1
california,56,0,2,1,1,4.2,1,1,0,0,0,5,2,15,1
california,55,1,2,1,0,5.9,-1,0,0,0,0,15,2,50,1
texas,60,0,2,1,0,4.04,-1,0,0,0,1,15,2,60,1
california,37,0,2,1,1,8.01,0,0,0,0,0,5,0,5,0
california,33,0,3,0,1,17.0,0,0,0,0,0,5,0,5,0
california,47,1,0,1,1,4.78,-1,0,0,0,0,5,2,10,0
colorado,34,1,0,1,1,3.91,1,0,0,0,0,10,0,8,1
california,34,0,2,0,1,10.09,0,0,0,0,1,5,4,10,0
colorado,36,1,2,1,1,10.05,0,0,0,0,0,5,0,5,0
california,56,1,0,1,0,1.65,0,0,0,1,0,10,0,30,1
california,49,0,2,0,1,10.77,-1,0,0,0,1,5,4,15,0
colorado,60,0,1,1,0,1.68,0,1,0,0,0,15,2,50,1
colorado,50,0,2,1,1,15.67,0,0,0,1,0,5,0,10,0
california,60,0,3,1,1,6.06,0,1,0,0,1,15,2,60,1
texas,53,0,2,1,0,5.13,0,0,0,0,0,15,2,50,1
california,48,0,3,1,1,23.27,0,1,0,0,0,5,4,10,1
colorado,60,0,0,1,1,1.51,0,1,0,0,0,5,4,15,0
texas,30,0,3,1,1,12.36,-1,0,0,0,0,15,0,10,0
texas,32,1,3,1,1,14.6,-1,0,0,0,0,5,2,5,0
colorado,46,1,2,1,1,7.89,1,0,0,0,1,5,0,15,0
colorado,49,1,2,1,1,10.78,0,0,0,0,0,5,0,10,0
california,38,0,3,1,1,13.54,0,0,0,0,0,5,2,5,0
colorado,39,0,2,0,1,10.66,-1,0,0,0,0,5,4,5,0
california,41,0,3,1,1,18.21,0,1,0,0,0,5,2,10,0
texas,56,1,2,0,1,3.86,0,1,5,1,0,10,4,30,1
texas,38,0,3,0,1,13.85,-1,1,0,0,0,5,4,5,1
colorado,45,0,2,1,1,12.65,1,1,0,0,1,5,0,15,0
california,53,0,1,1,1,2.45,0,1,5,0,1,5,2,20,0
california,33,0,2,0,1,9.87,-1,0,0,0,0,10,4,8,1
texas,39,0,3,0,1,14.35,0,0,0,0,0,15,2,10,0
texas,32,1,2,1,0,9.04,1,1,0,0,0,15,0,10,0
texas,37,0,3,0,1,12.1,0,0,0,0,0,10,0,8,0
california,55,0,3,1,1,5.11,-1,1,0,0,0,5,2,15,1
colorado,42,1,0,1,1,4.97,0,0,0,0,0,5,4,10,1
california,31,0,3,1,1,11.23,1,0,0,0,0,5,0,5,0
california,57,1,2,1,1,3.61,-1,0,0,0,0,5,0,15,0
california,55,0,3,1,1,6.59,-1,0,0,0,0,10,2,30,1
california,56,1,3,1,0,5.73,0,1,0,1,0,15,0,50,1
california,35,0,3,0,1,16.05,0,0,5,0,0,5,4,5,0
colorado,42,0,3,1,1,18.31,-1,0,0,0,1,5,0,15,0
california,40,0,3,0,1,18.9,0,0,0,1,0,5,4,5,0
texas,40,0,0,0,1,2.79,-1,0,0,0,0,5,2,5,0
colorado,41,1,2,0,1,11.12,-1,0,0,0,0,5,2,10,0
california,34,0,2,0,1,8.85,0,0,0,0,0,5,2,5,1
california,56,0,1,1,1,2.69,-1,1,0,0,0,10,0,30,0
texas,37,0,3,1,1,18.4,0,0,0,0,1,5,0,10,0
texas,59,0,3,1,1,4.09,0,0,0,0,0,10,0,30,1
texas,45,0,2,1,1,9.62,1,0,0,0,0,5,0,10,0
colorado,48,0,2,1,1,15.4,0,0,0,0,0,5,0,10,1
california,46,1,2,1,1,10.47,-1,0,0,0,0,5,0,10,0
colorado,43,0,2,1,1,8.49,0,0,5,1,1,5,2,15,0
california,57,0,2,1,0,5.45,-1,0,0,1,0,15,0,50,1
colorado,42,0,1,1,1,5.89,0,0,0,0,0,5,2,10,0
texas,36,0,2,1,1,14.89,-1,0,0,0,0,5,0,5,0
texas,51,0,0,1,0,1.95,0,1,0,1,1,15,0,60,1
texas,40,0,3,0,1,13.7,-1,0,0,0,0,5,4,5,0
texas,44,1,2,1,1,11.7,1,0,0,0,0,5,0,10,0
texas,39,0,0,1,1,3.3,-1,0,0,0,0,5,0,5,0
texas,59,0,2,1,0,5.14,-1,1,0,1,0,15,2,50,1
california,38,0,2,0,1,14.17,1,0,0,0,0,10,2,8,0
california,40,1,2,1,1,12.27,1,0,0,0,0,5,2,5,0
colorado,42,0,3,1,1,17.78,-1,1,0,0,0,10,0,20,0
colorado,59,1,2,1,0,5.97,0,1,0,0,0,15,0,50,0
california,38,1,2,0,1,10.59,0,0,0,1,0,10,2,8,0
colorado,49,0,1,1,1,7.99,0,0,0,0,0,15,2,30,1
colorado,30,0,2,1,0,10.94,0,0,0,0,0,15,0,10,0
texas,37,0,3,1,1,19.72,-1,0,0,0,0,5,0,5,0
colorado,41,0,2,1,1,7.13,-1,0,0,0,0,10,0,20,1
texas,51,0,2,1,1,3.91,0,1,0,0,0,5,0,15,0
california,33,1,3,1,1,14.57,0,1,0,0,0,10,2,8,0
california,41,0,0,0,1,6.85,-1,0,0,0,1,5,4,15,1
colorado,53,1,3,1,0,2.23,0,0,5,0,0,15,2,50,1
california,42,1,2,1,1,9.66,-1,1,0,0,0,5,0,10,1
texas,47,1,3,0,1,17.46,1,0,0,1,0,5,0,10,1
texas,48,1,1,1,0,8.81,-1,0,0,0,0,15,2,30,1
california,40,1,0,1,0,3.95,-1,0,0,0,0,10,0,8,1
texas,54,1,3,1,1,5.17,-1,0,5,1,0,5,0,15,1
california,38,0,3,0,1,19.46,0,0,0,0,0,5,0,5,1
california,45,0,2,1,1,15.31,0,0,5,0,0,5,4,10,1
colorado,38,1,0,0,0,2.26,-1,0,0,0,0,15,0,10,0
california,55,0,0,1,1,1.92,0,1,0,0,1,10,0,40,1
california,58,1,1,0,0,1.95,-1,0,5,1,1,15,0,60,1
colorado,47,0,1,1,0,5.9,0,0,0,0,0,15,4,30,1
california,41,1,2,1,1,7.58,0,0,0,0,0,5,0,10,0
california,49,1,0,1,1,5.28,-1,1,0,0,0,10,2,20,0
california,45,0,3,1,1,12.36,-1,0,0,0,0,5,0,10,0
california,35,1,2,0,0,13.55,0,0,0,0,0,15,0,10,0
california,60,0,2,0,0,5.06,-1,1,0,0,0,15,2,50,1
colorado,52,0,2,1,0,5.11,-1,1,0,0,0,5,2,15,0
california,33,0,2,1,0,12.97,0,0,0,0,0,10,2,8,0
california,47,0,3,1,1,20.09,0,0,0,1,0,10,2,20,0
colorado,32,0,3,0,1,19.61,0,0,0,0,1,5,2,10,0
california,30,0,2,0,1,10.65,0,0,0,0,0,5,2,5,1
california,56,1,2,0,0,3.0,-1,0,0,0,1,15,4,60,1
texas,34,1,3,1,0,13.94,0,1,0,0,1,15,2,35,1
california,43,0,3,1,1,17.92,0,0,0,0,1,5,2,15,0
colorado,38,1,2,1,1,9.34,0,0,0,0,1,10,0,20,0
texas,44,0,1,1,1,8.45,0,0,0,1,1,15,2,50,1
texas,30,1,3,1,1,11.99,0,0,0,0,0,5,4,5,0
colorado,55,1,2,1,0,4.93,0,1,0,0,0,15,2,50,1
texas,48,0,2,1,1,8.65,-1,1,0,1,0,5,0,10,1
california,30,1,2,1,0,9.33,-1,0,0,1,0,15,0,10,1
colorado,60,0,2,1,0,4.79,-1,0,0,1,0,15,2,50,0
california,60,0,3,1,1,5.72,-1,1,0,1,0,10,0,30,1
california,48,0,1,1,0,5.11,1,0,0,0,0,15,2,30,0
california,44,1,0,0,0,5.77,0,0,5,1,0,10,2,20,1
colorado,49,0,0,1,0,6.43,0,0,0,0,0,15,0,30,1
texas,36,1,2,1,0,10.93,0,0,0,0,0,10,0,8,0
texas,51,0,0,1,1,1.95,0,1,0,1,1,5,0,20,0
california,30,0,0,1,1,3.92,0,0,0,0,0,10,0,8,0
texas,40,0,2,1,1,8.71,-1,0,0,0,0,5,4,5,0
texas,53,0,2,1,0,4.02,-1,0,0,1,0,10,0,30,1
california,32,0,3,1,1,15.21,0,0,0,0,0,5,2,5,0
texas,32,1,2,0,1,8.04,0,0,0,0,0,5,4,5,0
texas,36,0,3,1,1,19.79,-1,0,0,0,0,5,2,5,1
texas,48,1,3,0,1,28.11,0,0,0,0,1,10,2,30,0
colorado,46,0,0,0,0,6.93,-1,1,0,0,0,15,2,30,1
california,35,1,2,1,1,12.2,-1,0,0,0,0,5,0,5,0
california,33,0,2,1,1,9.17,-1,0,0,0,0,5,0,5,0
texas,35,0,2,0,0,12.23,0,0,0,1,1,15,2,35,1
california,48,1,3,1,1,15.86,-1,0,0,0,0,5,0,10,0
colorado,30,0,2,0,1,10.84,1,1,0,0,0,5,2,5,0
california,41,0,3,1,1,21.56,0,1,0,0,0,10,2,20,0
california,42,0,1,1,1,8.06,0,0,0,0,0,5,0,10,0
colorado,44,0,2,0,1,15.4,0,0,0,1,1,5,2,15,0
california,36,0,0,0,0,2.14,0,0,0,0,0,15,4,10,0
colorado,32,0,2,0,1,10.61,0,0,5,0,0,15,0,10,0
colorado,47,0,2,1,1,11.73,0,1,0,0,0,5,2,10,0
texas,53,0,2,1,0,5.42,-1,1,0,0,0,15,0,50,1
california,32,1,3,0,0,15.23,0,0,0,0,0,15,2,10,0
colorado,41,1,2,1,1,12.85,-1,1,0,0,0,10,0,20,0
california,55,0,3,0,1,5.31,0,1,5,0,0,5,2,15,0
texas,43,0,3,1,1,21.97,-1,0,0,1,0,10,0,20,0
colorado,55,1,3,1,0,3.46,0,1,0,1,0,5,0,15,0
texas,33,0,2,0,0,12.76,0,0,0,0,1,10,0,20,0
colorado,30,0,2,1,1,14.6,0,0,0,0,1,15,0,35,1
texas,39,0,1,1,0,6.74,-1,0,0,0,0,10,2,8,0
california,35,0,2,0,1,14.79,-1,0,0,0,0,10,2,8,0
california,35,0,2,0,1,11.67,0,0,0,0,1,5,2,10,0
california,31,0,3,0,1,11.68,0,0,0,0,1,5,2,10,0
colorado,41,0,2,1,1,10.21,-1,1,0,0,1,15,0,50,1
texas,42,0,2,1,1,14.22,-1,0,0,0,1,5,0,15,0
texas,32,0,3,0,1,19.31,-1,0,0,1,0,10,2,8,0
california,47,0,2,0,1,16.73,1,0,0,1,0,5,0,10,0
colorado,40,0,3,0,1,16.97,-1,0,0,0,0,5,0,5,0
texas,49,0,1,1,1,6.02,-1,0,0,0,0,5,0,10,0
texas,37,0,2,0,1,9.78,1,1,0,0,0,10,2,8,0
california,42,0,0,0,1,4.85,-1,1,0,0,0,5,2,10,0
texas,32,1,2,1,1,11.45,0,0,0,0,0,5,2,5,0
texas,38,0,3,0,1,15.96,0,0,0,0,0,5,2,5,0
colorado,34,1,3,1,1,17.99,-1,0,0,0,0,5,2,5,0
colorado,31,0,1,1,1,4.53,0,0,0,0,1,5,2,10,0
california,59,1,2,1,0,5.45,-1,0,0,1,0,15,2,50,1
california,51,0,3,1,1,6.46,0,0,0,0,0,5,0,15,1
california,32,0,2,1,0,12.95,-1,0,0,0,1,5,4,10,1
california,45,1,1,0,1,6.75,0,0,0,0,0,5,0,10,0
california,54,0,3,1,0,3.67,0,1,5,0,0,15,4,50,1
texas,32,1,2,1,1,8.4,-1,0,0,0,0,5,4,5,0
texas,50,0,3,1,1,18.85,-1,0,0,0,1,5,4,15,0
texas,38,1,3,1,1,14.97,1,0,0,0,0,10,2,8,0
texas,31,0,2,1,1,11.68,-1,0,0,1,0,15,0,10,0
california,32,0,3,1,1,19.29,0,0,0,1,0,5,2,5,0
california,42,0,2,0,1,14.17,1,1,0,0,0,5,2,10,0
texas,36,0,0,1,1,3.5,1,1,0,0,0,5,0,5,0
california,53,1,3,1,1,3.11,0,0,0,0,0,5,2,15,0
texas,46,0,2,1,1,13.96,1,0,0,0,0,5,2,10,0
california,56,1,3,1,0,2.79,0,0,0,0,0,15,0,50,1
california,51,1,2,1,0,4.61,-1,1,0,0,0,15,2,50,1
california,48,1,2,1,1,8.78,0,0,0,0,0,5,0,10,0
texas,37,0,2,1,1,8.79,0,0,0,0,0,5,2,5,0
california,39,0,2,0,1,13.46,-1,0,0,0,0,5,4,5,0
colorado,52,1,2,1,0,3.9,0,0,0,0,0,15,2,50,1
california,35,0,2,1,1,8.84,0,0,0,0,1,10,2,20,0
california,44,0,3,1,1,10.15,0,0,0,0,1,10,0,30,1
colorado,41,0,2,1,1,10.77,0,1,5,1,0,5,2,10,0
texas,43,0,2,1,1,15.05,0,0,0,0,0,5,4,10,0
colorado,52,0,2,1,0,4.66,-1,0,0,0,0,15,0,50,1
california,35,1,0,1,1,2.16,0,0,0,0,0,5,0,5,0
california,31,0,2,0,1,11.9,-1,0,0,0,0,15,2,10,0
texas,44,0,3,1,1,11.18,0,0,5,0,1,15,2,50,1
texas,47,0,3,0,1,14.57,-1,0,0,0,1,15,2,50,1
california,40,1,0,0,1,3.49,0,0,0,0,0,5,0,5,0
california,31,0,3,1,1,10.58,-1,0,0,0,0,15,0,10,0
texas,31,0,2,0,0,13.45,0,0,0,0,0,15,2,10,0
texas,39,0,2,0,1,12.4,-1,0,0,0,0,5,2,5,0
california,48,0,0,1,1,3.77,-1,0,0,1,0,5,4,10,0
colorado,38,0,3,0,1,18.37,1,0,0,0,1,5,0,10,0
california,59,0,2,1,0,4.35,0,0,5,1,0,15,0,50,1
california,50,0,3,1,0,11.4,-1,0,0,0,0,15,0,30,1
texas,45,0,2,1,1,7.26,-1,0,0,0,0,15,0,30,0
colorado,35,1,2,1,1,12.49,1,0,0,0,0,5,2,5,0
colorado,33,0,2,1,1,14.77,0,1,0,0,0,5,0,5,0
texas,30,0,2,1,0,14.45,0,0,0,0,0,15,0,10,0
california,52,0,3,1,1,3.91,0,0,0,0,0,5,2,15,0
texas,55,0,2,1,1,5.91,0,0,0,0,1,5,0,20,0
texas,35,0,2,0,1,13.18,0,0,0,1,0,5,2,5,0
california,51,0,0,1,1,1.65,-1,0,0,1,0,10,2,30,1
california,31,0,0,0,0,2.09,-1,0,0,0,0,15,4,10,0
california,44,0,2,0,1,13.15,0,0,0,0,0,15,2,30,0
california,54,0,3,1,1,5.37,0,1,0,1,1,5,2,20,1
texas,44,0,0,0,0,5.06,0,0,0,0,0,15,2,30,1
texas,41,0,2,1,1,14.8,0,0,0,0,1,5,2,15,1
california,55,0,2,1,0,3.14,-1,0,0,1,0,15,2,50,1
colorado,31,1,2,1,1,10.91,0,0,0,0,0,5,2,5,1
california,38,1,2,1,1,13.7,0,0,0,0,0,5,2,5,0
california,37,1,2,1,1,10.28,0,0,0,0,0,5,0,5,0
california,59,1,2,1,0,5.09,-1,0,0,0,0,15,0,50,0
texas,48,1,3,1,1,21.27,-1,0,0,1,0,5,2,10,1
california,50,0,2,1,1,7.02,1,0,0,0,0,10,4,20,0
texas,43,1,0,1,1,3.49,0,0,0,0,0,5,2,10,0
california,50,0,2,1,1,13.81,0,1,5,0,0,5,2,10,0
california,47,1,3,0,1,13.66,0,0,0,0,0,5,0,10,0
colorado,32,0,1,0,1,4.24,1,0,5,1,0,5,2,5,0
texas,31,0,3,1,1,13.03,0,0,0,0,0,5,2,5,0
texas,41,0,2,0,1,9.63,-1,1,0,0,0,5,2,10,0
california,58,0,1,1,0,1.84,-1,0,0,0,0,15,2,50,1
california,56,0,2,1,0,3.84,0,0,0,1,0,15,2,50,1
texas,35,0,3,0,1,14.33,1,0,0,0,0,5,2,5,0
california,38,1,2,1,1,10.25,-1,0,0,0,0,5,2,5,0
california,44,0,3,0,1,26.03,0,0,5,0,0,5,4,10,0
colorado,52,1,2,1,0,4.58,-1,0,5,0,0,15,2,50,1
texas,48,1,1,1,0,8.2,0,0,0,1,0,15,0,30,0
texas,32,0,3,0,1,16.65,0,0,0,0,1,5,4,10,0
texas,59,0,2,1,1,5.99,1,0,0,1,0,5,2,15,0
texas,40,0,3,1,1,13.36,-1,0,0,0,1,5,2,10,1
colorado,46,0,0,1,1,4.96,0,0,5,1,1,5,0,15,0
california,48,0,3,0,1,12.42,0,0,0,0,0,5,0,10,0
colorado,53,1,3,1,1,4.18,1,0,0,0,0,5,2,15,0
california,51,0,3,0,0,3.34,1,0,5,1,0,15,2,50,1
california,59,1,3,1,0,5.17,-1,0,0,0,0,15,0,50,1
colorado,48,0,0,1,1,7.93,0,0,0,0,1,5,4,15,0
california,52,0,0,1,0,1.54,0,0,0,0,0,15,0,50,1
colorado,57,0,0,0,0,1.68,0,1,0,1,0,15,2,50,1
texas,46,0,3,1,1,13.79,-1,0,0,1,0,15,2,30,1
california,43,0,2,0,1,14.72,0,1,0,1,1,10,0,30,1
colorado,38,0,2,1,0,12.35,0,0,0,0,0,15,2,10,0
texas,47,1,2,1,1,10.08,1,1,0,1,0,5,2,10,1
texas,44,0,1,1,0,9.6,-1,0,0,0,0,15,0,30,1
texas,32,0,3,1,1,10.45,0,0,0,0,0,5,2,5,0
colorado,31,1,2,0,1,11.39,0,0,0,0,0,15,2,10,0
texas,33,0,3,0,1,11.48,0,0,0,0,0,5,4,5,0
texas,40,0,2,0,1,11.35,1,0,0,0,0,5,2,5,0
california,49,0,3,1,1,24.66,0,0,0,1,0,10,4,20,0
colorado,50,1,3,1,1,26.89,0,0,0,0,0,5,0,10,0
california,32,1,1,0,0,5.39,0,0,0,0,0,15,2,10,0
california,55,1,0,1,1,1.88,0,0,5,0,1,5,0,20,0
texas,30,1,2,0,0,8.18,0,0,0,0,0,15,4,10,0
california,36,0,2,1,1,8.82,0,0,0,0,0,5,2,5,0
california,57,1,3,1,1,2.96,-1,1,5,1,0,15,0,50,1
california,33,0,1,0,1,4.07,0,0,0,0,1,10,4,20,0
california,47,0,1,1,1,6.42,-1,0,0,1,0,10,0,20,0
texas,32,0,2,1,1,8.24,0,0,0,0,1,5,0,10,0
california,53,0,2,1,1,4.28,0,1,5,0,0,10,2,30,1
california,34,1,2,0,0,12.84,0,0,0,0,0,15,0,10,0
california,40,0,3,1,1,11.78,0,1,0,0,1,5,0,10,0
colorado,32,0,2,0,1,13.57,0,1,0,0,1,5,2,10,0
california,42,0,3,0,1,12.31,-1,0,0,1,1,5,0,15,1
california,49,0,3,1,1,27.97,-1,0,5,0,1,10,2,30,1
texas,35,0,2,0,1,13.9,-1,0,0,0,0,5,0,5,0
